Model number,Label,Number of vertices,Number of faces,Number of edges,Type of faces,Bounding box,Barycenter,Diagonal,Surface,Bounding box volume,Convex hull volume,Compactness,Diameter,Eccentricity,A3,D1,D2,D3,D4
10,animal,1012,1928,5784,triangles,"[[-0.432173281, -0.1162225508, -0.4989011816], [0.4747192717, 0.1496372519, 0.5010988184]]","[4.614597231582827e-12, 8.020230045511607e-13, -1.195191200499594e-11]",1.3759126196217568,1.1091650432007834,0.17194620116281226,0.07018019504822146,2.449666742058479,1.166035147715943,18.30522199991844,"[0.5224884824660299, 0.47411585165525705, 0.3514223576120385, 0.29920554422027706, 0.26973347776603135, 0.23577653163396564, 0.21271143614803423, 0.17170682195082282, 0.14511789243231854, 0.15216556049746424, 0.13871092146400424, 0.1284597679147014, 0.07303946903878283, 0.028831369357414278]","[0.7881557223463022, 0.3656128519556953, 0.3155774724315861, 0.36974963530217675, 0.07721995580098737, 0.053581193821093276, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4832952631487823, 0.43554743624792464, 0.3875572345912251, 0.5720044237869238, 0.26321898484432177, 0.14736385155188547, 0.08410404027714516, 0.032235842526974944, 0.014300110594673097, 0.004120370849312587, 0.0, 0.0, 0.0, 0.0]","[0.5625187018143939, 0.5447385769052072, 0.44383636804557275, 0.39094049644074236, 0.1758009850395834, 0.0746765246185841, 0.02200290457511853, 0.0062230437182153415, 0.0013335093681890017, 0.00044450312272966726, 0.0, 0.0, 0.0, 0.0]","[0.7323713477841691, 0.6370069600513835, 0.22025440440775057, 0.0960431378234105, 0.010860001449996947, 0.0003393750453124046, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
11,animal,1001,1990,5970,triangles,"[[-0.5042608373, -0.2558465232, -0.0361563268], [0.4957391627, 0.2730465803, 0.0473441269]]","[2.9347225930616992e-12, -2.1532097813686127e-12, -3.960608025588155e-12]",1.1343281009910526,0.619873364653698,0.0343808895191268,0.011841879428293744,15.018110085008676,1.0000452242903335,204.75941420635755,"[0.5627755467343687, 0.42392551155717123, 0.34953011164698683, 0.304636335839117, 0.277379400527196, 0.22992026610173355, 0.19913596269062278, 0.177330414441086, 0.15360084722835476, 0.1542421868827529, 0.13981204465879474, 0.11255510934687375, 0.07920544731817042, 0.04264908701747638]","[0.8038239388639007, 0.26047256555520126, 0.5163938631638735, 0.1346125019569555, 0.035184802202013074, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5304571617292502, 0.402064877278048, 0.5363030161646337, 0.5023104551885145, 0.11951524623450861, 0.04719986173754145, 0.022084338978115722, 0.00476328879920143, 0.0004330262544728573, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6047589585326775, 0.6067829175639113, 0.42685295968722115, 0.27121051018533726, 0.10079315975544624, 0.012750941896773319, 0.0008095836124935441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8738431446104378, 0.4856987117814182, 0.022246797324838787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
12,animal,1024,2000,6000,triangles,"[[-0.4988887646, -0.2376057832, -0.1794484529], [0.5011112354, 0.2999665269, 0.2177957682]]","[-3.847330357469001e-11, -8.545611798216896e-12, 4.6719319554873875e-12]",1.2028245756483347,0.5907407258107846,0.19216967239566662,0.07786094490077893,0.3006761796395677,1.0038568374188848,7.652374425312384,"[0.3141871666141539, 0.5282033236296656, 0.4363003973629749, 0.33676539417448276, 0.30464707046190226, 0.23500436855046533, 0.21878620509163754, 0.19398195509578328, 0.17585577240650516, 0.16822369548470387, 0.12974530767062226, 0.08395284613981441, 0.041340416659757094, 0.013038131408077237]","[0.1391576227733283, 0.8867652213225162, 0.32464392390522456, 0.28792415661361886, 0.07738605162857097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.26513771231190175, 0.55665158112542, 0.4818809113904028, 0.5433488239333004, 0.2850918481000812, 0.0866972796314004, 0.05756882853831085, 0.017201841196706428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1903850008000871, 0.6021527803083063, 0.6251916692940154, 0.4025522239139355, 0.21279555644982232, 0.054036666893754096, 0.007121111141037361, 0.00020944444532462826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.35760506430005984, 0.8126260698408492, 0.437663256010623, 0.1402789553866505, 0.02302558611144516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
13,animal,1034,2230,6690,triangles,"[[-0.3179567062, -0.5360279109, -0.3002317953], [0.3826847113, 0.4639720891, 0.4082283503]]","[1.2892005458137852e-11, -1.0720501649197278e-11, -1.3968203195514214e-11]",1.411670703039481,0.6065472795747372,0.14521404742966887,0.05381434806092887,0.6813110575258504,1.2370933966485451,13.90988130259155,"[0.4941482351881971, 0.4835799320377042, 0.35067551362999083, 0.33146041699273104, 0.27605688835529874, 0.24050895957636814, 0.20848379851426851, 0.17421687617782192, 0.16557008269105503, 0.13930945062013333, 0.12874114746964047, 0.10408177345182376, 0.07974265104462805, 0.025940380460300692]","[0.11848427484097179, 0.7805922095375584, 0.5811208508818761, 0.19382109699419084, 0.03698353087521663, 0.001198540352437576, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6927470249517138, 0.5824487416063389, 0.31182841815671997, 0.23535767524254733, 0.15683677836284732, 0.0596594803968478, 0.00779058506900418, 0.002460184758632899, 0.0010250769827637079, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6530020122063545, 0.6817114257925762, 0.29989451134651957, 0.12855234236378246, 0.04589848923657098, 0.016823350636512073, 0.0023772125899419235, 0.000365725013837219, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8732667413227095, 0.47616757927254383, 0.1026425193942353, 0.011567416593644207, 0.0005856919794250231, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
14,animal,891,1681,5043,triangles,"[[-0.4762230912, -0.1820476199, -0.4314392669], [0.4055899088, 0.2612014935, 0.5685607331]]","[-4.3922183850991635e-12, 1.0551501051170387e-12, -2.914779835294149e-12]",1.4050138588280494,0.577529237557565,0.21665872476857218,0.08959664377243437,0.2121710225693232,1.0774612923430378,5.600595562725421,"[0.40306535690466694, 0.46485145896629726, 0.424415528297691, 0.3522778279848975, 0.2875803389151275, 0.241321634230242, 0.234851885323265, 0.1966803667721007, 0.17662414516047203, 0.1581853607755876, 0.1135440933174463, 0.09381135915116647, 0.062433076952328026, 0.02523202073721029]","[0.6988148838477671, 0.6214417069015292, 0.34861791971014644, 0.054389308057446094, 0.031229989787823886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4762171608750893, 0.629420414896805, 0.5189812128106902, 0.30682169301368006, 0.11438345930347611, 0.02055165602730333, 0.007473329464473938, 0.0020759248512427606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.41681784604101035, 0.7689378283789557, 0.4547441799359105, 0.16081509225043442, 0.04759383077007076, 0.00873792986794268, 0.0014873072115647113, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6986846791605339, 0.6940533978586697, 0.1707186107480253, 0.031301073626391916, 0.0022357909733137084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
15,animal,1001,1990,5970,triangles,"[[-0.4837274348, -0.3605994763, -0.5525982483], [0.5162725652, 0.3490888408, 0.4045576423]]","[-2.6036944409171137e-12, 7.379979741297085e-12, 4.391734777542075e-12]",1.555572211868838,1.2408611486116656,0.09873158675401648,0.03357211217061873,14.988558129182714,1.415057129543813,161.72590126735417,"[0.5559417034676336, 0.4232993444080538, 0.3619562679422432, 0.31024822966477994, 0.2649635501795481, 0.2257810615469361, 0.20683215310985328, 0.18435039733704314, 0.15865696216811728, 0.14677374840248905, 0.13135768730113354, 0.11465695444133171, 0.08960585515162899, 0.03725548099494252]","[0.32841836636160365, 0.7856763330821822, 0.11129628727934875, 0.4993241905566714, 0.07470055891969848, 0.08696201429793181, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.49129203006121736, 0.3394700156720803, 0.35800933756118286, 0.4309139682331942, 0.524612703186226, 0.213452733101559, 0.08668385640039837, 0.027558451456774047, 0.01904038464286207, 0.010271786452070327, 0.003507439276316697, 0.0005010627537595281, 0.0, 0.0]","[0.44806447408171296, 0.6573456173256406, 0.42386346082112664, 0.32452406353243407, 0.2316382697798979, 0.16249251760679406, 0.04448376723136348, 0.010832834507119603, 0.0016134008840390898, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6447418238611913, 0.73636808007956, 0.20467994408291787, 0.013272215124126706, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
16,animal,994,1935,5805,triangles,"[[-0.3946464178, -0.3621535914, -0.1468934867], [0.6053535822, 0.3841638862, 0.1723855175]]","[2.406762693690833e-11, 1.3133384060991878e-11, 1.530809731876653e-11]",1.2879941226163145,0.38770437540785996,0.17930974609582542,0.09521269399405116,0.056840779656452234,1.1421418632362814,4.460437355789594,"[0.2675189676719737, 0.44977418853854345, 0.4367785988767533, 0.4187115595908498, 0.3404210560186016, 0.28083152293527097, 0.2332866827092093, 0.21490267782179878, 0.17623287443793528, 0.13407644943749392, 0.09857630206870122, 0.06561187951196512, 0.03708497537632811, 0.015848280075353893]","[0.5929637601656864, 0.7543998201238132, 0.2714670273417277, 0.07100435863972991, 0.022006193476720167, 0.007392705621085681, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.38026790642254393, 0.6566794345766567, 0.5891929942232402, 0.2574183383540494, 0.09961321884501284, 0.027883619068178038, 0.007273987583002966, 0.001414386474472799, 0.0008082208425558851, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.290399560095206, 0.7528394244059929, 0.5429614368147209, 0.22833084795675698, 0.04398863683085277, 0.004846205752551577, 0.0005591775868328742, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.516761964396557, 0.8064319119343337, 0.28489426335437973, 0.03820547346717693, 0.0004940362948341845, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
17,animal,1032,1936,5808,triangles,"[[-0.500011663, -0.3620191404, -0.1576606181], [0.499988337, 0.2922233446, 0.1593521419]]","[-2.7247666115048964e-11, -2.8137464294750378e-11, 7.994487439705686e-12]",1.2363374616915046,0.37312702797015895,0.18468570971996726,0.10240278904779801,0.04380202439243494,1.0206777765060708,5.666898795931691,"[0.3387198352908062, 0.36385793914683173, 0.42057981451427406, 0.39286344359609204, 0.3203496824729413, 0.3164822818797066, 0.2929555949375289, 0.2549261557707209, 0.18660207862357447, 0.1405155548875276, 0.090561630558246, 0.06445667655391174, 0.03287290504249499, 0.0070902344209302914]","[0.3902028249812003, 0.09554753405196381, 0.9092134015640987, 0.00786150596630082, 0.10900280387890175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3090789011183024, 0.20447420338606354, 0.7175968358833009, 0.44639947139231134, 0.37860013026956396, 0.024752140409891904, 0.06693839710849027, 0.0030133040498998838, 0.0015066520249499419, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.35321086759512416, 0.36135529294015734, 0.4880225397537, 0.6757729766549917, 0.22011381129866048, 0.03643558706988538, 0.007072790431213044, 0.0012859618965841899, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.498441539750849, 0.688570702912162, 0.4692794481257031, 0.23809312965003987, 0.022638992182679053, 0.0015348469276392578, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
18,animal,1067,1958,5874,triangles,"[[-0.4972665057, -0.2970730271, -0.2162650406], [0.5027334943, 0.5155395572, 0.2426001471]]","[-1.2793026746499418e-11, 1.3394617746757345e-11, -2.6083981396408725e-12]",1.367807176704992,0.481864216855914,0.32949956087111243,0.18804375606376147,0.027977172615742448,1.0343907392917393,7.148260506696013,"[0.33227182530001714, 0.48782378984683983, 0.4358662264312001, 0.3537604472064854, 0.312066106193935, 0.26556087967993647, 0.23220540686989613, 0.21232041346391056, 0.16132502714856045, 0.13983640524209215, 0.11257472073388611, 0.08980319602703166, 0.054523369016412075, 0.017319187805213247]","[0.5875647763257649, 0.6587724188860203, 0.1949054902077849, 0.2382404269658832, 0.35502096076470213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.27032334254155405, 0.5445573301831667, 0.47514337965712566, 0.45339041628804944, 0.4057294291310847, 0.16106969505866556, 0.08114588582621694, 0.042528265463137795, 0.01026544338765395, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.17905893404849374, 0.5674620786450413, 0.6262641483449171, 0.42333068975662413, 0.24051372869723606, 0.12246746847267351, 0.03912769299578197, 0.011495141445088487, 0.0008842416496221913, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.32707937393451886, 0.7664758677337956, 0.5148333653502335, 0.1939006994680149, 0.05327146978660159, 0.006705499693418382, 0.00037252776074546564, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
19,animal,1051,1603,4809,triangles,"[[-0.4957962844, -0.3218986629, -0.1719070854], [0.5042037156, 0.310660169, 0.1986741969]]","[-1.0820529891385578e-11, -1.0264612591374201e-11, -4.316769395276938e-12]",1.2399440159159625,0.7965943890603583,0.2045293478087573,0.10132085814598682,0.435373144797472,1.0198858256631531,10.552991334490269,"[0.29965161304240306, 0.4776687446807017, 0.48590441269243795, 0.36617047006027265, 0.29426675318857554, 0.2518213872819349, 0.21982898462095954, 0.2052581873694262, 0.17928415748625806, 0.13557176573165805, 0.1111815181584392, 0.07760533318751453, 0.04719671283648843, 0.016154579561482616]","[0.3403519100692587, 0.38426828556206627, 0.7943470725102563, 0.30991863231547095, 0.09727091940292905, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1898878462720462, 0.37884600908621213, 0.682620078948592, 0.44857226842723275, 0.34235593336441134, 0.16060281734881754, 0.09854644653530917, 0.02277724471806674, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.10049453090898959, 0.45107628322766846, 0.659168908561044, 0.5323494069773503, 0.24904257971624866, 0.07855705534673615, 0.018385693804555268, 0.00020892833868812807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2323658598523067, 0.748934425132028, 0.5860443374741369, 0.20194771088635796, 0.029518203730269792, 0.0010799342828147485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
20,animal,1024,1872,5616,triangles,"[[-0.1931938379, -0.4826295856, -0.4642869408], [0.4335875023, 0.4206440939, 0.5357130592]]","[8.47952726983972e-12, 1.8406841031790147e-11, 2.2376501318237808e-11]",1.4861891496375474,0.9710690175561781,0.3786122046583568,0.2215264038789243,0.16498593618322596,1.1532284409924676,2.761863375718628,"[0.3204822505698854, 0.40390426353229775, 0.4167879720979213, 0.3836124225414407, 0.3623543034081619, 0.2924601844396542, 0.2724904361629377, 0.23673814489333242, 0.17135332392279298, 0.14139870150771827, 0.10500222480983179, 0.06506272825639883, 0.037362754840308245, 0.011917430423201768]","[0.36461727809714783, 0.9030209765522397, 0.1285016896685182, 0.1667681226127193, 0.08087752639735085, 0.027237679344562372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.41015641246404244, 0.5503594631511971, 0.5889891529677551, 0.3188085577213582, 0.2672265601427778, 0.08816658616955593, 0.0315854522617739, 0.010225506127912416, 0.006589770615765779, 0.00022723346950916478, 0.0, 0.0, 0.0, 0.0]","[0.3087866974053485, 0.6815393301031679, 0.5486068652282609, 0.3425407088626133, 0.1408500725006853, 0.04250505146470384, 0.013751634297404183, 0.003958803812889084, 0.0010417904770760745, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4980295873749301, 0.7609993585834539, 0.394726507024235, 0.12758836590682343, 0.02736625461921923, 0.003080969063090907, 0.0005437004228983953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
21,animal,1147,2224,6672,triangles,"[[-0.5005629916, -0.3175195838, -0.3229869496], [0.4994370084, 0.533604902, 0.2347542677]]","[-5.229990387093558e-12, -7.60644391908756e-12, 1.70158851364059e-11]",1.426705350029781,1.0858537037643567,0.4442830485295829,0.3046155828731387,0.12199930176016713,1.2398351589954808,3.3393506226723404,"[0.30504008297611096, 0.4173560967915828, 0.44032982689020206, 0.3988494808788062, 0.3611980898838469, 0.2865334670633344, 0.2370761314343624, 0.20963528714990054, 0.17645101034078386, 0.14294765394696415, 0.09859559167324089, 0.06413499652531203, 0.038289550164365395, 0.014358581311637022]","[0.2311960614309772, 0.8494423982288299, 0.35916640533805966, 0.2960122096436553, 0.08882212903218853, 0.021974705519397994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25496652608607695, 0.4397587789374538, 0.4930912265958258, 0.6133231480712786, 0.3157842295561503, 0.13473460461062414, 0.06385858864357706, 0.018011396796906352, 0.004912199126429005, 0.0007017427323470007, 0.0, 0.0, 0.0, 0.0]","[0.16833238704343653, 0.5395951221036641, 0.5409258129103316, 0.5187476327992069, 0.3335598288713156, 0.08183748461005017, 0.028388070542239626, 0.0059881086300036706, 0.00044356360222249416, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3101577834085159, 0.7334160404183948, 0.5367447390535673, 0.2698199011855042, 0.07006053228207298, 0.00984321527929951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
22,animal,1004,1962,5886,triangles,"[[-0.2078186642, -0.3483469264, -0.4292468944], [0.3937257539, 0.4302150362, 0.5707531056]]","[3.982130403131829e-12, -1.9699893469188527e-11, 1.4424925302411329e-11]",1.4028593716245514,1.1343147673137568,0.32694248041395974,0.19354861345179736,0.3444833658284643,1.076604411569136,7.560482352511884,"[0.6572444123069467, 0.30727104586666576, 0.24662137316790797, 0.2385760084221544, 0.26735365924350374, 0.28437270005182863, 0.25961773160335605, 0.2385760084221544, 0.18535282625793836, 0.14110332015629365, 0.1256314648759983, 0.08354801851359492, 0.044249506101644714, 0.014852981069083542]","[0.08655005770900859, 0.07174874349210567, 0.9908100084687809, 0.04490568211568851, 0.06033417066381613, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9270962881919684, 0.16777351337456753, 0.26069155649609305, 0.15578969099066986, 0.11619097354822534, 0.07589754176468531, 0.029004323740737865, 0.0032998931202037093, 0.0010420715116432767, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9159363001778936, 0.35027189756150257, 0.17330248186133512, 0.07525185964908021, 0.04511922940824089, 0.02359592209335566, 0.008768754831990279, 0.0020726147784704296, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9741874010362555, 0.21802035333984338, 0.05688038271330022, 0.013428330885545263, 0.0030403768042743993, 0.0010134589347581332, 0.0002533647336895333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
23,animal,1008,1976,5928,triangles,"[[-0.4491941528, -0.2522978334, -0.2089232686], [0.5508058472, 0.2624473383, 0.277349993]]","[-2.074721046317178e-11, -1.564911268715662e-11, -5.607513792424171e-12]",1.2253261919732086,0.6034394504539936,0.1887004305903306,0.11251011012140263,0.15348488905735466,1.0744126564266492,7.755945050009219,"[0.3427804875142333, 0.49763586545433686, 0.45025711532481855, 0.3726704372603724, 0.29699162832865855, 0.21813303750905755, 0.21145549554449458, 0.1869711750077636, 0.1672565273028634, 0.15803515982799068, 0.11796990804061276, 0.0887159146720511, 0.051830444772560325, 0.01907869132732282]","[0.286219363466542, 0.8758242456136535, 0.3480525552068659, 0.13943121990169363, 0.102121107038552, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2474296485223627, 0.5515293878695046, 0.6336340863872949, 0.42391012821685226, 0.19834531788672718, 0.10597753205421306, 0.04975366241703055, 0.018741289879060836, 0.0017848847503867463, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.18076673991908976, 0.5921193757480424, 0.6738385446657137, 0.3883137376039706, 0.10574263544286623, 0.02618951678566333, 0.0021660502604683956, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.37431757607341654, 0.8002054885637901, 0.46015276688821755, 0.08808490347728572, 0.0076144120884097674, 0.0001730548201911311, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
24,animal,1012,1980,5940,triangles,"[[-0.4562880541, -0.4247514279, -0.1643588759], [0.5437119459, 0.52170725, 0.3089788729]]","[-1.0169414816404208e-11, 6.791605313099326e-12, 4.161170210883851e-12]",1.455964509667481,1.1789017888743725,0.36585242804201307,0.19318080048368935,0.38819736574429337,1.0345049087999345,12.303455149787423,"[0.455332408542369, 0.5290407381662564, 0.39183475661529726, 0.3040867451582885, 0.24952343621593032, 0.22974024817835018, 0.1754960229140175, 0.16719984728535486, 0.15443650016433538, 0.15539375119841187, 0.14263040407739241, 0.1330578937366278, 0.08009000318439707, 0.022974024817835018]","[0.43802497691750647, 0.6684967985132214, 0.29922782041748486, 0.4106082546458973, 0.32107552097767345, 0.004498055997685886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.373273577197406, 0.5092500898450749, 0.46689280448934084, 0.4779634586164077, 0.3665349181635392, 0.13044118558413542, 0.05005860996586747, 0.032008630410867184, 0.00024066639406667055, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.30466629991264105, 0.6736297504707172, 0.5471644939032058, 0.3421374870437555, 0.18054299254082432, 0.06451005511777096, 0.013838790701832053, 0.002341949195694655, 0.00021290447233587772, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5505736659130641, 0.7568636717799818, 0.34148175843844625, 0.08458240478244591, 0.016110934244275413, 0.0015760696543312904, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
25,animal,999,1994,5982,triangles,"[[-0.1715647088, -0.4062936705, -0.3850979537], [0.3050013495, 0.5937063295, 0.4000286409]]","[-3.577607358611552e-12, 9.782703612695848e-12, -5.206168323078239e-11]",1.3577698543832057,0.369038004996067,0.35413827949803917,0.23321967761926649,0.008170159342412442,1.1356112528296123,3.7886889556164727,"[0.36276139549082337, 0.4033185701419713, 0.40718115820398537, 0.39784657038745136, 0.34280469050375056, 0.29291292803606855, 0.25879340015494406, 0.20922352002576325, 0.1673788160206106, 0.1471002286950366, 0.1036461129973781, 0.0749985848707736, 0.03733835126613621, 0.013519058217049318]","[0.8184192849489533, 0.5051665177899742, 0.22251382331225056, 0.1370812504507108, 0.0817181131719076, 0.00389133872247179, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5146473526618559, 0.570488854270327, 0.5517312842319603, 0.27532663148269376, 0.1614875857326058, 0.05217622930212364, 0.025441301891118137, 0.00452768931960577, 0.0002156042533145605, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4287584566560458, 0.7119495447484595, 0.491314692805492, 0.24843762356494362, 0.07407452724997919, 0.02601545058913478, 0.004170415743296416, 0.0011915473552275473, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6575349266590561, 0.7056637718062654, 0.25487951796268565, 0.06829550913494835, 0.007626049407128228, 0.000677871058411398, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
26,animal,1086,1950,5850,triangles,"[[-0.1877651356, -0.4059779865, -0.4102613724], [0.183302062, 0.5940220135, 0.4300767621]]","[4.90661871877496e-12, -4.926996003190871e-12, -7.428700744463162e-12]",1.3578877145882342,0.7423857291918111,0.29761966638418375,0.14340141481864904,0.17592582603921117,1.0513835712185804,6.0430323249376,"[0.24946237489587814, 0.3983809789211742, 0.474263070144255, 0.4252558862293486, 0.3560134779882874, 0.2968886819103036, 0.24092563963328154, 0.1982419633202986, 0.16188179460923904, 0.12994808121952586, 0.10718345385260163, 0.06766153134058038, 0.0411027994125021, 0.01454406748442382]","[0.27003972872148024, 0.6844825603657125, 0.6204789962795679, 0.22440755803043272, 0.15013181699219091, 0.02587798424470659, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.15629205163215812, 0.4180118777380797, 0.6293298292052284, 0.5243644572510867, 0.30796007806809855, 0.1717825360394874, 0.06334914518818244, 0.03814820786879599, 0.0027744151177306175, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.12963428210624414, 0.35789398149597634, 0.6593690561616604, 0.5734486598819404, 0.27821842604861696, 0.11391451035581918, 0.03230090085703757, 0.00839823422282977, 0.00021533933904691716, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.23057685245569273, 0.6296376118781889, 0.6763966287554927, 0.30043141613069324, 0.05092378761131473, 0.005111309537195159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
27,animal,1013,2866,8598,triangles,"[[-0.4559099767, -0.4518993949, -0.373721107], [0.5440900233, 0.32014318, 0.3753654252]]","[-1.2406195325940696e-11, 3.2047522516921907e-12, 7.558088504021814e-13]",1.4687342748712728,2.998174775261452,0.4821384079228114,0.20144894949160022,5.872032497904384,1.126707070597499,3.7915200240609503,"[0.3921284599553592, 0.38699000347764767, 0.3494150404843823, 0.363224642268232, 0.37574962993265376, 0.33978043458867324, 0.2855054880428455, 0.2135670973548844, 0.17406521318247722, 0.12428641605464702, 0.08317876423295498, 0.0632672453818229, 0.04014419123212113, 0.02023267238098905]","[0.0, 0.30005722842237775, 0.7302173957310208, 0.6130075408785296, 0.031144332860804834, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4264404230667852, 0.4629715843803305, 0.31392444622106574, 0.4605361736260941, 0.49390130095913215, 0.21212427669398623, 0.0650254671381106, 0.00048708215084727034, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3236486602187737, 0.5129182145057554, 0.5910403049033904, 0.46326627366994066, 0.23413850999641053, 0.11000865790687382, 0.03530298545665723, 0.007288358287826009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4707177789589542, 0.717781734458578, 0.4620115315059526, 0.21552799250319563, 0.05649387236169939, 0.010640969109224201, 0.0015477773249780657, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
