Model number,Label,Number of vertices,Number of faces,Number of edges,Type of faces,Bounding box,Barycenter,Diagonal,Surface,Bounding box volume,Convex hull volume,Compactness,Diameter,Eccentricity,A3,D1,D2,D3,D4
10,animal,1012,1928,5784,triangles,"[[-0.432173281, -0.1162225508, -0.4989011816], [0.4747192717, 0.1496372519, 0.5010988184]]","[4.614597231582827e-12, 8.020230045511607e-13, -1.195191200499594e-11]",1.3759126196217568,1.1091650432007834,0.17194620116281226,0.07018019504822146,2.449666742058479,1.166035147715943,18.30522199991844,"[0.44867613442001597, 0.54095704149931, 0.3563952273407219, 0.29593532270256373, 0.31184582392313165, 0.24183961855263272, 0.17501551342624735, 0.14637661122922507, 0.12410190952042995, 0.14637661122922507, 0.1336482102527707, 0.14637661122922507, 0.0795525061028397, 0.03500310268524947]","[0.777415990088328, 0.38773378954280013, 0.3059005274282393, 0.38383696753734486, 0.04871027506819097, 0.044813453062735695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5007513363666577, 0.398702485827481, 0.41768831848593246, 0.5743214379181572, 0.25868196997140136, 0.11154176686840242, 0.07831655971611234, 0.01661260357614504, 0.014239374493838608, 0.0023732290823064344, 0.0, 0.0, 0.0, 0.0]","[0.5291549726165912, 0.5693439578786108, 0.46217333051322523, 0.37286447437540393, 0.19424676209976133, 0.06921436350681151, 0.024559935437900856, 0.00893088561378213, 0.0022327214034455326, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7287426996173317, 0.6359629577679029, 0.2446011376030396, 0.06747617589049368, 0.010121426383574052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
11,animal,1001,1990,5970,triangles,"[[-0.5042608373, -0.2558465232, -0.0361563268], [0.4957391627, 0.2730465803, 0.0473441269]]","[2.9347225930616992e-12, -2.1532097813686127e-12, -3.960608025588155e-12]",1.1343281009910526,0.619873364653698,0.0343808895191268,0.011841879428293744,15.018110085008676,1.0000452242903335,204.75941420635755,"[0.6152363529119045, 0.4446757798274161, 0.32589252357214743, 0.2984810028978546, 0.24365796154926908, 0.19797209375878114, 0.1766520221232201, 0.1857891956813177, 0.12792042981336627, 0.15228622596829317, 0.08528028654224418, 0.11269180721653695, 0.067005939426049, 0.012182898077463455]","[0.8118068636788273, 0.2764342337527041, 0.496881787251696, 0.127719614328781, 0.03674125891649865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5182188213592718, 0.3804644511245286, 0.5532040582442859, 0.5072859348327048, 0.13775437023474313, 0.06122416454877472, 0.02405235035844721, 0.004373154610626766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6368743919106029, 0.5647754041471384, 0.4626351714822304, 0.2263107115908746, 0.10013748300481178, 0.012016497960577412, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8553031359154977, 0.5176467592571772, 0.022324388539393086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
12,animal,1024,2000,6000,triangles,"[[-0.4988887646, -0.2376057832, -0.1794484529], [0.5011112354, 0.2999665269, 0.2177957682]]","[-3.847330357469001e-11, -8.545611798216896e-12, 4.6719319554873875e-12]",1.2028245756483347,0.5907407258107846,0.19216967239566662,0.07786094490077893,0.3006761796395677,1.0038568374188848,7.652374425312384,"[0.3565686555102345, 0.523609827460975, 0.42081526010667314, 0.32123302298219325, 0.25056175792611074, 0.25377408815593266, 0.23450010677700106, 0.22165078585771333, 0.1477671905718089, 0.17667816264020628, 0.16061651149109663, 0.057821944136794784, 0.06745893482626057, 0.019273981378931593]","[0.12512111583323285, 0.8723722242817069, 0.34582086181685195, 0.3110649963076206, 0.08341407722215524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2630671533394289, 0.5427241271597227, 0.47399487088185394, 0.5308742553876764, 0.32468648655406995, 0.13034858949250983, 0.08294910240432443, 0.021329769189683427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1531274115865327, 0.604232488963075, 0.6290639611122425, 0.40144213307820736, 0.22969111737979908, 0.04138578691527911, 0.010346446728819778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3567813331909255, 0.8248360524760505, 0.41153490412616656, 0.1501307590159835, 0.021194930684609436, 0.001766244223717453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
13,animal,1034,2230,6690,triangles,"[[-0.3179567062, -0.5360279109, -0.3002317953], [0.3826847113, 0.4639720891, 0.4082283503]]","[1.2892005458137852e-11, -1.0720501649197278e-11, -1.3968203195514214e-11]",1.411670703039481,0.6065472795747372,0.14521404742966887,0.05381434806092887,0.6813110575258504,1.2370933966485451,13.90988130259155,"[0.48097093219765147, 0.4452230926424206, 0.3737274135319589, 0.3444791811685882, 0.2729835020581265, 0.23398585890696558, 0.2307360553110355, 0.15599057260464372, 0.22098664452324526, 0.13324194743313317, 0.126742340241273, 0.1299921438372031, 0.06824587551453162, 0.03249803595930077]","[0.12815702254984457, 0.7464280637700407, 0.618271041220196, 0.20782219872947766, 0.03117332980942165, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.626483836343788, 0.6490044971273883, 0.2907212573882938, 0.2661532638061845, 0.17197595507476535, 0.036851990373164, 0.004094665597018222, 0.002047332798509111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6595766779113698, 0.6888099932758627, 0.2667540027009972, 0.11876034366825218, 0.0694291239906705, 0.02009790431308883, 0.0036541644205616056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8583392974110834, 0.5038715329512162, 0.09667302667087287, 0.004394228485039676, 0.0014647428283465587, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
14,animal,891,1681,5043,triangles,"[[-0.4762230912, -0.1820476199, -0.4314392669], [0.4055899088, 0.2612014935, 0.5685607331]]","[-4.3922183850991635e-12, 1.0551501051170387e-12, -2.914779835294149e-12]",1.4050138588280494,0.577529237557565,0.21665872476857218,0.08959664377243437,0.2121710225693232,1.0774612923430378,5.600595562725421,"[0.39098025087896304, 0.5129660891531995, 0.46292061704069226, 0.3503183047875509, 0.26586657059769486, 0.2033097304570608, 0.20018188845002907, 0.18767052042190227, 0.11885799626720477, 0.1532642583445535, 0.0781960501757926, 0.10009094422501454, 0.06881252415469749, 0.034406262077348745]","[0.7092419895218676, 0.6096686067564822, 0.34938029040486085, 0.04716633920465622, 0.03144422613643748, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5110459058894995, 0.6140793546575437, 0.5254705887170257, 0.26994763577227593, 0.11127612466948779, 0.014424682827526195, 0.012364013852165309, 0.002060668975360885, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.42131152073569833, 0.7945787452471503, 0.3954415150764888, 0.18109003961446682, 0.042500723582987114, 0.012935002829604773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6849230363950878, 0.7026922661128849, 0.18899998881656904, 0.037153843955393916, 0.0016153845197997355, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
15,animal,1001,1990,5970,triangles,"[[-0.4837274348, -0.3605994763, -0.5525982483], [0.5162725652, 0.3490888408, 0.4045576423]]","[-2.6036944409171137e-12, 7.379979741297085e-12, 4.391734777542075e-12]",1.555572211868838,1.2408611486116656,0.09873158675401648,0.03357211217061873,14.988558129182714,1.415057129543813,161.72590126735417,"[0.5850208962600193, 0.4196889038387095, 0.3211256006644671, 0.3020488323081621, 0.2638952955955522, 0.25753637281011715, 0.20030606774120224, 0.1526141468504398, 0.18122929938489726, 0.14307576267228733, 0.11446061013782985, 0.11128114874511236, 0.0858454576033724, 0.04133299810532745]","[0.32433784252142916, 0.7957591252560645, 0.10182699707068124, 0.4846210786512052, 0.0773130903684802, 0.10182699707068124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5021481396345674, 0.32137480936612317, 0.35903591983871574, 0.4243151779912095, 0.524744805918123, 0.215923700042864, 0.11298333141777768, 0.020085925585382698, 0.020085925585382698, 0.007532222094518512, 0.0025107406981728373, 0.0, 0.0, 0.0]","[0.43803661950988326, 0.6593363699914389, 0.4448809416897252, 0.33309034608564037, 0.2030482246686438, 0.1460122065032944, 0.04334737380566553, 0.0091257629064559, 0.00456288145322795, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6882705159433649, 0.69627366147759, 0.20327989656931938, 0.012805032854760276, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
16,animal,994,1935,5805,triangles,"[[-0.3946464178, -0.3621535914, -0.1468934867], [0.6053535822, 0.3841638862, 0.1723855175]]","[2.406762693690833e-11, 1.3133384060991878e-11, 1.530809731876653e-11]",1.2879941226163145,0.38770437540785996,0.17930974609582542,0.09521269399405116,0.056840779656452234,1.1421418632362814,4.460437355789594,"[0.25970745572751164, 0.3786096643738423, 0.44431877967839345, 0.4849958510574013, 0.3817386698645352, 0.28161049416236206, 0.18774032944157468, 0.1658372910067243, 0.18148231846018886, 0.1314182306091023, 0.10325718119286607, 0.06883812079524405, 0.056322098832472405, 0.0031290054906929115]","[0.5675553566681375, 0.7793297434846067, 0.2558234592742948, 0.0694619988758019, 0.013553560756254029, 0.008470975472658768, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4086822514685115, 0.6811370857808525, 0.544909668624682, 0.25642807935279155, 0.0741237416879163, 0.028046821179211576, 0.008013377479774736, 0.002003344369943684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.28519529221835227, 0.8007406281515275, 0.4680127872301165, 0.23949091846541118, 0.03290714910211757, 0.0018281749501176427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.588347492258716, 0.7504773409777372, 0.29918807134747205, 0.033428834787427045, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
17,animal,1032,1936,5808,triangles,"[[-0.500011663, -0.3620191404, -0.1576606181], [0.499988337, 0.2922233446, 0.1593521419]]","[-2.7247666115048964e-11, -2.8137464294750378e-11, 7.994487439705686e-12]",1.2363374616915046,0.37312702797015895,0.18468570971996726,0.10240278904779801,0.04380202439243494,1.0206777765060708,5.666898795931691,"[0.4047351159801441, 0.4142210952609287, 0.3478192402954363, 0.4047351159801441, 0.27193140604915933, 0.30671333007870294, 0.2877413715171337, 0.27825539223634904, 0.13280370993098478, 0.1549376615861489, 0.08221182043346677, 0.053753882591112884, 0.015809965467974377, 0.006323986187189752]","[0.36843014952471775, 0.10504826577357655, 0.9149856192741957, 0.007612193171998301, 0.1263624066551718, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.31012797023143956, 0.20960373160469706, 0.750723569318864, 0.4170686496215911, 0.33793254687287894, 0.021388135878030314, 0.08769135709992429, 0.0021388135878030313, 0.0021388135878030313, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3960663575299658, 0.3853036847709993, 0.4886253432570773, 0.6436078309861943, 0.20233824786856947, 0.025830414621519505, 0.008610138207173169, 0.0021525345517932923, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4575439285600223, 0.7187252544463684, 0.46898252677402286, 0.2306783973156779, 0.030502928570668154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
18,animal,1067,1958,5874,triangles,"[[-0.4972665057, -0.2970730271, -0.2162650406], [0.5027334943, 0.5155395572, 0.2426001471]]","[-1.2793026746499418e-11, 1.3394617746757345e-11, -2.6083981396408725e-12]",1.367807176704992,0.481864216855914,0.32949956087111243,0.18804375606376147,0.027977172615742448,1.0343907392917393,7.148260506696013,"[0.28797088185656555, 0.5439449990624017, 0.41915761692455655, 0.35196441115802457, 0.28797088185656555, 0.25597411720583607, 0.23037670548525246, 0.19518026436945, 0.15998382325364754, 0.15678414678857458, 0.13758608799813687, 0.09599029395218853, 0.057594176371313116, 0.019198058790437705]","[0.5668301572567815, 0.6647001124665856, 0.171272421617157, 0.26710341942675675, 0.36905128943696924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.28656650434849834, 0.5002771177609378, 0.4832774098758574, 0.4929915286673319, 0.4104215189397985, 0.12142648489343151, 0.0728558909360589, 0.0485705939573726, 0.01214264848934315, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1972602224740146, 0.5541017485225129, 0.6516236562624752, 0.387871223965759, 0.2504539903321758, 0.11968597768086278, 0.04211173288771098, 0.01329844196454031, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.34000579117997715, 0.7551509837256951, 0.5222188394918986, 0.1953624435509261, 0.0563545510243056, 0.009392425170717601, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
19,animal,1051,1603,4809,triangles,"[[-0.4957962844, -0.3218986629, -0.1719070854], [0.5042037156, 0.310660169, 0.1986741969]]","[-1.0820529891385578e-11, -1.0264612591374201e-11, -4.316769395276938e-12]",1.2399440159159625,0.7965943890603583,0.2045293478087573,0.10132085814598682,0.435373144797472,1.0198858256631531,10.552991334490269,"[0.2827673179077792, 0.46499514500390354, 0.5215486085854594, 0.3613137951043845, 0.23249757250195177, 0.3110440496985571, 0.15709295439321067, 0.1885115452718528, 0.20107898162330964, 0.14452551804175381, 0.1382417998660254, 0.09111391354806218, 0.03770230905437056, 0.00942557726359264]","[0.33737533443975615, 0.3994213729574125, 0.7736365427670271, 0.34900896666181674, 0.07949648685074714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.14463575006171964, 0.4525699276124776, 0.6065370163878566, 0.5225549679649226, 0.31259984690758763, 0.1632984274890383, 0.07931637906610432, 0.051322362925126326, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.12178747845516476, 0.45355336803992397, 0.6635317791695183, 0.5228462437126901, 0.24567474102162548, 0.0713926597840621, 0.0188980570016635, 0.002099784111295944, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.23750984595662464, 0.7732463405956276, 0.5535943777936363, 0.19643671470096774, 0.025001036416486804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
20,animal,1024,1872,5616,triangles,"[[-0.1931938379, -0.4826295856, -0.4642869408], [0.4335875023, 0.4206440939, 0.5357130592]]","[8.47952726983972e-12, 1.8406841031790147e-11, 2.2376501318237808e-11]",1.4861891496375474,0.9710690175561781,0.3786122046583568,0.2215264038789243,0.16498593618322596,1.1532284409924676,2.761863375718628,"[0.3104718950877198, 0.3643292646437528, 0.46253976206946007, 0.4213547147619054, 0.3674973452058724, 0.3104718950877198, 0.2407741227210888, 0.17424443091657743, 0.16790826979233825, 0.1203870613605444, 0.09821049742570727, 0.07603393349087015, 0.022176563934837128, 0.03168080562119589]","[0.32216542346050686, 0.9188289373184865, 0.12656498778805628, 0.16765751629067194, 0.0854724592854406, 0.023011815961464777, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.43536407610163863, 0.4807145006955593, 0.6167657744773214, 0.3355931419950131, 0.2834401537120043, 0.06802563689088104, 0.03628033967513655, 0.004535042459392069, 0.006802563689088104, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3370222242936655, 0.7159105634064199, 0.4856469319014311, 0.33283561281175666, 0.15699793057158332, 0.050239337782906665, 0.006279917222863333, 0.006279917222863333, 0.0020933057409544442, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4923100412646436, 0.7823254110278155, 0.3616241030380291, 0.11636419157164303, 0.03580436663742863, 0.0017902183318714313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
21,animal,1147,2224,6672,triangles,"[[-0.5005629916, -0.3175195838, -0.3229869496], [0.4994370084, 0.533604902, 0.2347542677]]","[-5.229990387093558e-12, -7.60644391908756e-12, 1.70158851364059e-11]",1.426705350029781,1.0858537037643567,0.4442830485295829,0.3046155828731387,0.12199930176016713,1.2398351589954808,3.3393506226723404,"[0.28313929016955675, 0.377519053559409, 0.4781908011752514, 0.4278549273673302, 0.35235111665544844, 0.24538738481361586, 0.2674093296045814, 0.21707345579666018, 0.18246754255371436, 0.11954770029381286, 0.10696373184183255, 0.050335873807921205, 0.03145992112995075, 0.006291984225990151]","[0.23883659896460516, 0.8425102073712056, 0.3629564063005417, 0.2971352963496663, 0.11095558534576146, 0.02820904712180376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2558831578595795, 0.4001082104713425, 0.4908304209851934, 0.642034105174945, 0.31171221048348774, 0.1418988420857668, 0.06048147367590061, 0.018609684207969417, 0.002326210525996177, 0.002326210525996177, 0.0, 0.0, 0.0, 0.0]","[0.1718321979632668, 0.5556651596474472, 0.5088018329301927, 0.5021070719705848, 0.3771382007245726, 0.0892634794614373, 0.022315869865359324, 0.004463173973071865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.29628804070464876, 0.7513709790418543, 0.5189882020186004, 0.2594941010093002, 0.10457224966046426, 0.005809569425581348, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
22,animal,1004,1962,5886,triangles,"[[-0.2078186642, -0.3483469264, -0.4292468944], [0.3937257539, 0.4302150362, 0.5707531056]]","[3.982130403131829e-12, -1.9699893469188527e-11, 1.4424925302411329e-11]",1.4028593716245514,1.1343147673137568,0.32694248041395974,0.19354861345179736,0.3444833658284643,1.076604411569136,7.560482352511884,"[0.679984669609353, 0.3245381377681003, 0.23799463436327356, 0.2256312767340126, 0.2410854737705888, 0.25963051021448025, 0.24417631317790403, 0.2101770796974364, 0.16999616740233825, 0.18235952503159922, 0.12981525510724012, 0.10199770044140295, 0.07727098518288103, 0.006181678814630482]","[0.08212060226218036, 0.06190630016687442, 0.9905008026699907, 0.06064290628591781, 0.06822326957165753, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9274951789226251, 0.17035625735313523, 0.27532324420708726, 0.1393823923798379, 0.09636313547248053, 0.06711004077547751, 0.041298486631063086, 0.0017207702762942953, 0.0017207702762942953, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9218119876623243, 0.34528889707351473, 0.1484273539456285, 0.07811965997138343, 0.05155897558111306, 0.015623931994276684, 0.0, 0.0015623931994276684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9722789276313765, 0.2232924046397518, 0.0689016562888377, 0.007655739587648633, 0.002551913195882878, 0.001275956597941439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
23,animal,1008,1976,5928,triangles,"[[-0.4491941528, -0.2522978334, -0.2089232686], [0.5508058472, 0.2624473383, 0.277349993]]","[-2.074721046317178e-11, -1.564911268715662e-11, -5.607513792424171e-12]",1.2253261919732086,0.6034394504539936,0.1887004305903306,0.11251011012140263,0.15348488905735466,1.0744126564266492,7.755945050009219,"[0.33645023073847813, 0.501560066193472, 0.4610614273082848, 0.38940998928064596, 0.2897210320248006, 0.22741543373989725, 0.19937791451169073, 0.19626263459744558, 0.16822511536923906, 0.07788199785612919, 0.10591951708433571, 0.08411255768461953, 0.06542087819914852, 0.012461119656980671]","[0.2767356772982051, 0.8719784548830236, 0.37246185497997414, 0.12183331704952426, 0.0974666536396194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2146476349621735, 0.6224781413903032, 0.616038712341438, 0.3928051719807775, 0.15025334447352146, 0.08800553033449114, 0.04507600334205644, 0.017171810796973882, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.20561332348404465, 0.5256717987186424, 0.7274056255331769, 0.3801906736120071, 0.08728867506398122, 0.009698741673775692, 0.0038794966695102763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.38524468792205263, 0.772248484008133, 0.4960685022557938, 0.09499184085749243, 0.010554648984165825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
24,animal,1012,1980,5940,triangles,"[[-0.4562880541, -0.4247514279, -0.1643588759], [0.5437119459, 0.52170725, 0.3089788729]]","[-1.0169414816404208e-11, 6.791605313099326e-12, 4.161170210883851e-12]",1.455964509667481,1.1789017888743725,0.36585242804201307,0.19318080048368935,0.38819736574429337,1.0345049087999345,12.303455149787423,"[0.48507185953177834, 0.49141266815310874, 0.4153229646971435, 0.32972204830918267, 0.22826911036789568, 0.21241708881456958, 0.19022425863991307, 0.15534981122259567, 0.1616906198439261, 0.11096415087328262, 0.13315698104793916, 0.13632738535860436, 0.09511212931995654, 0.025363234485321743]","[0.49892361695503495, 0.63596701388689, 0.30192373386549326, 0.417554100026746, 0.28479330924901136, 0.002141303077060236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3565654360304391, 0.5203927985309111, 0.47220828014841937, 0.46979905422929474, 0.3734300174643112, 0.11564284411798025, 0.06504909981636389, 0.03613838878686883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.29265087682448065, 0.6579304384083215, 0.5682126513526413, 0.3332374947782408, 0.20934150312992048, 0.059811858037120136, 0.01281682672224003, 0.002136137787040005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5391144492103195, 0.7568675166438035, 0.35823891739057057, 0.08955972934764264, 0.012292511871245068, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
25,animal,999,1994,5982,triangles,"[[-0.1715647088, -0.4062936705, -0.3850979537], [0.3050013495, 0.5937063295, 0.4000286409]]","[-3.577607358611552e-12, 9.782703612695848e-12, -5.206168323078239e-11]",1.3577698543832057,0.369038004996067,0.35413827949803917,0.23321967761926649,0.008170159342412442,1.1356112528296123,3.7886889556164727,"[0.37899230424461305, 0.4105749962649975, 0.3947836502548053, 0.4200498038711128, 0.3505678814262671, 0.3095103817997673, 0.20528749813249875, 0.19897095972842185, 0.15791346010192212, 0.12633076808153768, 0.09790634526319171, 0.05684884563669196, 0.03158269202038442, 0.018949615212230653]","[0.8334081823685843, 0.4938073429834647, 0.19059230781817935, 0.14381055953553532, 0.06757363640826358, 0.003465314687603261, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.478294479421954, 0.629790468379134, 0.506429448799716, 0.285678150604968, 0.179630958334942, 0.062762623996546, 0.017313827309392, 0.002164228413674, 0.0, 0.002164228413674, 0.0, 0.0, 0.0, 0.0]","[0.43259119516894073, 0.6981820684819648, 0.4849045490033243, 0.28772344608910944, 0.08450618696323493, 0.018108468634978916, 0.004024104141106426, 0.002012052070553213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6544235642967017, 0.6987334931292908, 0.281197625283739, 0.06646489324888376, 0.003408456064045321, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
26,animal,1086,1950,5850,triangles,"[[-0.1877651356, -0.4059779865, -0.4102613724], [0.183302062, 0.5940220135, 0.4300767621]]","[4.90661871877496e-12, -4.926996003190871e-12, -7.428700744463162e-12]",1.3578877145882342,0.7423857291918111,0.29761966638418375,0.14340141481864904,0.17592582603921117,1.0513835712185804,6.0430323249376,"[0.2592357993947505, 0.41852526649272975, 0.4966083385995823, 0.43726520379837436, 0.334195548617329, 0.24361918497338, 0.21863260189918718, 0.19364601882499435, 0.15304282132943103, 0.15304282132943103, 0.09994633229677129, 0.06871310345403026, 0.04372652037983744, 0.0031233228842741027]","[0.224464252954605, 0.6950515902892593, 0.6202301726377244, 0.2284022223046858, 0.16933268205347396, 0.031503754800646315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1728358790086565, 0.42041159758862384, 0.6236105364231254, 0.5044939171063486, 0.3363292780708991, 0.17750711898186342, 0.06539735962489704, 0.03269867981244852, 0.0023356199866034657, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11942785215550991, 0.3897119386127165, 0.6662817014991606, 0.5699013295841876, 0.24095092978743227, 0.07961856810367327, 0.02723793119336191, 0.0020952254764124547, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.23355552645617655, 0.6819821372520355, 0.6371394761724496, 0.2690559664775154, 0.0448426610795859, 0.0018684442116494123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
27,animal,1013,2866,8598,triangles,"[[-0.4559099767, -0.4518993949, -0.373721107], [0.5440900233, 0.32014318, 0.3753654252]]","[-1.2406195325940696e-11, 3.2047522516921907e-12, 7.558088504021814e-13]",1.4687342748712728,2.998174775261452,0.4821384079228114,0.20144894949160022,5.872032497904384,1.126707070597499,3.7915200240609503,"[0.38405884684746106, 0.40987792898846687, 0.3550123794388296, 0.39374100265033823, 0.31628375622732086, 0.30337421515681795, 0.28400990355106365, 0.25819082141005784, 0.18718834552229194, 0.11941325490215175, 0.09359417276114597, 0.05809293481726302, 0.04841077901438585, 0.016136926338128615]","[0.0, 0.2718441784621854, 0.7021251480526383, 0.6570957442582885, 0.03669062531391459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.440067547403163, 0.440067547403163, 0.3276058408445769, 0.47673984302009326, 0.4718502036045025, 0.22736823282496754, 0.06112049269488375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.35362871813297325, 0.5450837566126084, 0.5608506421344607, 0.4594920923511244, 0.20496951178408002, 0.09685372534852132, 0.027028946608889673, 0.0045048244348149455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.47585174329759866, 0.6871220193674868, 0.49559662891160694, 0.2270661845610948, 0.061209145403425556, 0.02171937417540907, 0.0059234656842024735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
28,animal,986,1923,5769,triangles,"[[-0.4952880301, -0.2633777801, -0.3129713999], [0.5047119699, 0.2656515883, 0.4686787409]]","[-4.2203998277560785e-12, -1.8350751840622765e-12, -9.973812855180642e-13]",1.3750814576752763,1.6282326785395584,0.3615694957228046,0.14272159695014758,1.8737758350894393,1.240951096933614,6.338942410893271,"[0.238970080468935, 0.46850713144567524, 0.4999505630863246, 0.33644471855494795, 0.33958906171901293, 0.2546917962892597, 0.2735578552736493, 0.19809361933609088, 0.15092847187511685, 0.13206241289072723, 0.14463978554698698, 0.05030949062503895, 0.04716514746097401, 0.009433029492194803]","[0.010764414399738862, 0.4843986479882488, 0.8073310799804146, 0.2063179426616615, 0.2655222218602253, 0.01973475973285458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.14994228099062995, 0.25877135590318395, 0.5296348312410961, 0.6046059717364111, 0.435316299650216, 0.24667923646845574, 0.10641065102560836, 0.041113206078075955, 0.029021086643347734, 0.01692896720861951, 0.0, 0.0, 0.0, 0.0]","[0.08205142849683687, 0.2591097742005375, 0.4858308266260078, 0.667207668566384, 0.46423834544262965, 0.16842135323034937, 0.032388721775067186, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11408642155357043, 0.524024071881654, 0.7077225472645217, 0.4370090045950325, 0.14309144398244428, 0.00773467264769969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
